,Age,AnnualIncome,ChronicDiseases,EmploymentType,EverTravelledAbroad,FamilyMembers,FrequentFlyer,GraduateOrNot,InsurancePolicy
1494,25,750000,No,Government,No,6,No,Yes,1
1495,29,600000,No,Private,No,4,No,Yes,1
1496,28,750000,No,Private,No,4,No,Yes,0
1497,33,400000,No,Government,No,6,No,Yes,1
1498,33,600000,No,Government,No,4,No,Yes,0
1499,28,1200000,No,Private,No,3,No,Yes,0
1500,25,1750000,No,Private,Yes,3,No,Yes,1
1501,28,800000,No,Private,No,4,No,Yes,0
1502,28,750000,Yes,Private,No,6,No,Yes,0
1503,29,500000,No,Private,No,4,No,Yes,0
1504,34,850000,No,Private,No,2,No,Yes,0
1505,27,500000,No,Government,No,4,No,Yes,0
1506,28,1150000,Yes,Private,No,6,No,Yes,0
1507,27,750000,No,Government,No,5,No,Yes,0
1508,25,1700000,No,Private,Yes,5,Yes,No,1
1509,28,1300000,Yes,Private,No,4,No,Yes,0
1510,26,500000,No,Private,No,3,No,Yes,0
1511,26,1300000,No,Private,No,5,No,Yes,0
1512,28,500000,No,Private,No,3,No,Yes,0
1513,28,1450000,No,Private,Yes,5,Yes,Yes,1
1514,34,1000000,Yes,Private,No,6,No,Yes,1
1515,32,350000,Yes,Government,No,3,No,Yes,0
1516,34,1300000,No,Government,No,2,No,Yes,0
1517,26,1400000,Yes,Private,Yes,4,No,Yes,1
1518,31,1250000,No,Private,No,6,No,Yes,1
1519,28,300000,No,Government,No,6,No,Yes,1
1520,28,600000,Yes,Government,No,4,No,Yes,0
1521,29,1350000,No,Private,Yes,5,No,Yes,1
1522,31,400000,No,Government,No,3,No,No,0
1523,27,750000,No,Government,No,5,No,Yes,0
1524,29,1200000,No,Private,No,3,No,Yes,0
1525,30,800000,No,Private,No,4,No,No,0
1526,30,550000,Yes,Private,No,5,No,No,1
1527,31,1250000,No,Private,No,5,No,Yes,1
1528,28,750000,No,Private,No,2,No,Yes,0
1529,31,1250000,No,Private,No,4,No,Yes,1
1530,26,500000,No,Private,No,5,No,Yes,0
1531,27,750000,No,Government,No,5,No,Yes,0
1532,28,1200000,No,Government,No,5,No,Yes,0
1533,33,600000,No,Government,No,8,No,Yes,1
1534,33,1750000,No,Government,No,6,No,Yes,1
1535,33,650000,No,Government,No,5,Yes,Yes,1
1536,26,600000,Yes,Private,No,7,No,Yes,0
1537,29,500000,No,Private,No,4,No,Yes,1
1538,31,400000,No,Government,No,5,No,Yes,0
1539,33,550000,Yes,Private,No,7,Yes,Yes,1
1540,34,1100000,No,Government,No,4,No,Yes,0
1541,28,1100000,No,Private,No,4,No,Yes,0
1542,28,800000,No,Private,No,3,No,Yes,0
1543,32,350000,No,Government,No,4,No,Yes,0
1544,29,1200000,No,Private,No,8,No,Yes,0
1545,34,1400000,No,Private,Yes,3,Yes,No,1
1546,30,550000,Yes,Private,No,2,No,No,0
1547,34,1500000,Yes,Private,Yes,4,Yes,Yes,1
1548,27,450000,No,Private,No,3,No,No,0
1549,28,700000,Yes,Private,No,4,No,Yes,0
1550,28,1200000,No,Private,No,7,No,Yes,0
1551,28,1300000,No,Private,No,6,No,Yes,0
1552,28,750000,No,Private,No,2,No,Yes,1
1553,28,1450000,No,Private,Yes,3,Yes,Yes,1
1554,31,900000,No,Private,No,5,Yes,Yes,0
1555,26,1400000,Yes,Private,Yes,9,No,Yes,1
1556,30,1450000,No,Private,Yes,6,Yes,No,1
1557,32,800000,No,Government,No,7,No,Yes,0
1558,32,800000,No,Government,No,5,No,Yes,0
1559,34,1050000,Yes,Private,No,3,No,Yes,0
1560,28,1200000,No,Private,No,4,No,Yes,0
1561,28,700000,No,Private,No,7,No,Yes,0
1562,29,1100000,No,Private,No,4,No,Yes,1
1563,31,1250000,No,Private,No,7,No,Yes,0
1564,30,550000,No,Private,No,5,No,No,0
1565,28,800000,No,Private,No,2,No,Yes,0
1566,34,1500000,Yes,Private,Yes,3,Yes,Yes,1
1567,33,1500000,No,Private,Yes,5,Yes,Yes,1
1568,29,1200000,No,Private,Yes,5,No,Yes,0
1569,27,500000,No,Government,No,5,No,Yes,0
1570,28,700000,No,Private,Yes,5,No,Yes,0
1571,34,1500000,No,Private,Yes,6,Yes,Yes,1
1572,25,1150000,No,Private,No,5,Yes,No,0
1573,33,650000,Yes,Government,No,4,No,Yes,0
1574,28,550000,No,Private,No,7,No,No,0
1575,30,550000,No,Private,No,3,No,No,0
1576,28,1100000,No,Private,No,4,No,Yes,1
1577,28,300000,No,Government,No,4,No,No,0
1578,27,500000,Yes,Government,No,6,No,Yes,0
1579,28,1200000,Yes,Private,No,3,Yes,Yes,0
1580,28,1200000,Yes,Private,No,5,Yes,Yes,0
1581,33,550000,No,Private,No,6,No,Yes,1
1582,31,900000,No,Private,No,4,No,Yes,0
1583,28,300000,No,Government,No,6,No,Yes,0
1584,28,300000,No,Government,No,3,No,Yes,0
1585,25,1700000,Yes,Private,No,2,Yes,Yes,1
1586,28,1450000,No,Private,Yes,4,Yes,Yes,1
1587,28,750000,No,Private,No,3,No,Yes,0
1588,31,900000,Yes,Private,No,5,Yes,Yes,0
1589,25,1400000,No,Private,Yes,4,Yes,Yes,1
1590,30,550000,No,Private,No,5,Yes,No,0
1591,28,300000,No,Government,No,3,No,Yes,0
1592,25,1700000,No,Private,No,5,Yes,No,1
1593,26,500000,No,Private,No,8,No,Yes,0
1594,25,1400000,Yes,Private,Yes,5,No,Yes,1
1595,34,500000,No,Private,No,5,No,Yes,0
1596,31,400000,No,Government,No,3,No,No,0
1597,31,1250000,No,Private,No,6,No,Yes,0
1598,32,650000,Yes,Government,No,5,No,Yes,0
1599,27,850000,No,Government,No,3,No,Yes,0
1600,28,300000,No,Government,No,7,No,Yes,1
1601,28,1250000,Yes,Private,No,4,No,Yes,0
1602,28,700000,No,Private,No,5,No,Yes,0
1603,28,600000,No,Government,No,6,No,Yes,0
1604,29,1050000,No,Private,No,7,No,Yes,0
1605,26,450000,No,Private,No,4,No,Yes,0
1606,33,700000,No,Government,No,2,No,Yes,0
1607,29,350000,Yes,Private,No,8,No,Yes,1
1608,26,1500000,No,Private,Yes,6,Yes,Yes,1
1609,27,500000,Yes,Government,No,3,No,Yes,0
1610,33,550000,No,Private,No,5,Yes,Yes,0
1611,26,1400000,Yes,Private,Yes,6,No,Yes,1
1612,31,1400000,No,Private,Yes,6,No,Yes,1
1613,28,550000,No,Private,No,4,Yes,Yes,0
1614,34,1300000,No,Government,No,4,No,Yes,1
1615,30,650000,No,Private,No,5,No,No,0
1616,27,500000,No,Government,No,2,No,Yes,1
1617,28,1150000,Yes,Private,No,7,No,Yes,0
1618,28,300000,No,Government,No,4,No,Yes,0
1619,25,750000,No,Government,No,6,No,Yes,0
1620,27,850000,Yes,Government,No,4,No,Yes,0
1621,31,900000,Yes,Private,No,4,No,Yes,0
1622,34,1000000,No,Private,No,9,No,Yes,1
1623,33,1400000,No,Private,Yes,3,No,Yes,1
1624,25,1150000,Yes,Private,No,6,No,No,1
1625,28,300000,Yes,Government,No,3,No,Yes,1
1626,26,600000,No,Private,No,3,No,Yes,0
1627,29,1050000,No,Private,No,3,No,Yes,1
1628,29,1150000,Yes,Private,No,4,No,Yes,0
1629,34,1000000,No,Private,No,5,Yes,Yes,0
1630,31,900000,Yes,Private,No,4,No,Yes,1
1631,33,1000000,No,Government,No,3,No,Yes,0
1632,32,800000,No,Government,No,7,No,Yes,0
1633,25,1150000,No,Private,No,3,Yes,No,0
1634,34,1000000,No,Private,No,5,No,Yes,0
1635,31,1250000,No,Private,No,5,No,Yes,0
1636,28,1400000,No,Private,Yes,4,Yes,Yes,0
1637,35,800000,No,Private,Yes,5,No,No,1
1638,29,1200000,No,Private,No,4,No,Yes,1
1639,25,1700000,No,Private,No,4,Yes,Yes,1
1640,26,600000,No,Private,No,6,No,Yes,0
1641,28,1100000,No,Private,No,4,No,Yes,0
1642,31,1250000,No,Private,No,7,No,Yes,0
1643,28,1150000,No,Private,No,9,No,Yes,0
1644,28,1100000,No,Private,No,7,No,Yes,1
1645,25,1150000,No,Private,No,3,Yes,No,0
1646,28,1250000,Yes,Private,No,3,No,Yes,1
1647,34,850000,Yes,Private,No,5,Yes,Yes,0
1648,28,1100000,No,Private,No,5,No,Yes,0
1649,28,1150000,Yes,Private,No,4,No,Yes,0
1650,25,1800000,Yes,Private,No,4,Yes,Yes,1
1651,34,1500000,No,Private,Yes,3,Yes,Yes,1
1652,34,1100000,Yes,Government,No,7,Yes,Yes,1
1653,26,500000,Yes,Private,No,5,No,Yes,1
1654,25,1400000,Yes,Private,Yes,5,Yes,Yes,1
1655,28,300000,Yes,Government,No,7,No,Yes,0
1656,26,600000,No,Private,No,3,No,Yes,0
1657,28,550000,No,Private,No,4,No,Yes,0
1658,35,950000,No,Private,Yes,6,No,No,0
1659,29,500000,No,Private,No,3,No,Yes,0
1660,29,1200000,No,Private,No,5,No,Yes,1
1661,28,700000,No,Private,No,4,No,Yes,0
1662,28,550000,No,Private,No,6,Yes,Yes,0
1663,28,1250000,No,Private,No,3,No,Yes,0
1664,25,1150000,No,Private,No,4,Yes,No,0
1665,31,300000,No,Government,No,5,No,No,0
1666,34,1300000,No,Private,No,6,No,No,1
1667,28,750000,No,Private,No,5,No,Yes,0
1668,29,350000,No,Private,No,9,No,Yes,0
1669,26,500000,Yes,Private,No,5,No,Yes,1
1670,34,1050000,Yes,Private,No,8,No,Yes,1
1671,29,1350000,No,Private,Yes,8,No,Yes,1
1672,28,1350000,No,Private,Yes,5,No,Yes,1
1673,28,700000,No,Private,No,3,No,Yes,0
1674,34,950000,No,Private,No,3,Yes,No,0
1675,33,750000,Yes,Private,No,7,No,Yes,1
1676,27,1050000,No,Government,No,7,No,Yes,1
1677,28,300000,Yes,Government,No,3,No,Yes,0
1678,31,1350000,No,Private,Yes,7,Yes,Yes,1
1679,28,550000,No,Private,No,4,No,Yes,0
1680,31,1300000,No,Government,No,8,No,Yes,0
1681,29,1050000,No,Private,No,7,No,Yes,0
1682,30,800000,No,Private,No,3,No,No,0
1683,28,800000,No,Private,No,4,Yes,Yes,0
1684,26,1400000,Yes,Private,Yes,6,No,Yes,1
1685,28,750000,Yes,Private,No,5,Yes,Yes,0
1686,28,800000,No,Private,Yes,6,No,Yes,0
1687,31,400000,Yes,Government,No,4,No,No,0
1688,31,1250000,No,Private,No,8,No,Yes,0
1689,27,500000,No,Government,No,5,No,Yes,0
1690,35,800000,Yes,Private,Yes,6,No,No,1
1691,26,1400000,No,Private,Yes,5,No,Yes,1
1692,29,1100000,No,Private,No,6,Yes,Yes,0
1693,31,1300000,No,Government,No,2,Yes,Yes,1
1694,31,400000,No,Government,No,5,No,Yes,0
1695,35,1100000,No,Government,No,5,No,Yes,0
1696,28,800000,Yes,Private,No,2,No,Yes,0
1697,29,1050000,No,Private,No,5,No,Yes,0
1698,29,500000,No,Private,No,4,No,Yes,0
1699,28,700000,No,Private,No,3,No,Yes,1
1700,28,800000,Yes,Private,No,6,No,Yes,0
1701,31,1250000,No,Private,No,6,No,Yes,0
1702,27,1050000,No,Government,No,2,No,Yes,0
1703,31,900000,Yes,Private,No,5,No,Yes,0
1704,26,1400000,Yes,Private,Yes,3,No,Yes,0
1705,28,300000,No,Government,No,8,No,Yes,0
1706,33,400000,No,Government,No,6,No,Yes,0
1707,35,800000,No,Private,No,4,No,No,0
1708,26,1250000,Yes,Private,No,3,No,Yes,1
1709,28,1200000,Yes,Private,No,6,No,Yes,0
1710,31,1350000,No,Private,Yes,4,No,Yes,1
1711,28,1100000,No,Private,No,4,No,Yes,0
1712,28,1400000,No,Private,Yes,4,No,Yes,1
1713,28,800000,No,Private,No,4,No,Yes,0
1714,27,500000,No,Government,No,2,No,Yes,0
1715,28,800000,Yes,Private,No,6,No,Yes,0
1716,31,1250000,No,Private,No,3,No,Yes,0
1717,34,1500000,Yes,Private,Yes,5,Yes,Yes,1
1718,34,700000,No,Private,No,3,No,Yes,1
1719,25,1700000,No,Private,No,3,Yes,Yes,1
1720,29,1100000,No,Private,No,2,No,Yes,0
1721,30,1450000,Yes,Private,Yes,2,Yes,No,1
1722,34,1500000,Yes,Private,Yes,3,Yes,Yes,1
1723,32,800000,No,Government,No,6,Yes,Yes,0
1724,28,900000,No,Private,No,4,Yes,Yes,1
1725,28,700000,No,Private,No,3,No,Yes,0
1726,34,1500000,No,Private,Yes,6,Yes,Yes,1
1727,28,1100000,No,Private,No,4,No,Yes,0
1728,26,500000,No,Private,No,6,No,Yes,0
1729,35,900000,No,Government,No,7,No,Yes,1
1730,31,1100000,No,Private,No,4,No,Yes,0
1731,31,500000,No,Private,No,5,No,Yes,0
1732,29,1200000,No,Private,Yes,3,No,Yes,0
1733,31,300000,No,Government,No,5,No,No,0
1734,34,1050000,Yes,Private,No,4,No,Yes,0
1735,34,500000,No,Private,No,6,No,Yes,0
1736,33,750000,Yes,Private,No,8,No,Yes,1
1737,27,1050000,No,Government,No,7,No,Yes,0
1738,29,1200000,No,Private,No,8,Yes,Yes,0
1739,29,500000,No,Private,No,2,No,Yes,0
1740,26,600000,No,Private,No,7,No,Yes,0
1741,28,800000,No,Private,No,3,No,Yes,0
1742,28,800000,No,Private,No,3,No,Yes,0
1743,35,950000,No,Private,No,4,No,No,1
1744,28,550000,Yes,Private,No,6,No,No,0
1745,34,850000,No,Private,Yes,4,No,Yes,0
1746,31,400000,No,Government,No,2,No,Yes,0
1747,33,1500000,No,Private,Yes,5,Yes,Yes,1
1748,28,1100000,No,Private,No,4,Yes,Yes,0
1749,33,1100000,Yes,Government,Yes,4,No,Yes,0
1750,28,700000,No,Private,No,5,No,Yes,0
1751,28,300000,No,Government,No,5,No,Yes,0
1752,26,500000,Yes,Government,No,5,No,Yes,0
1753,33,600000,No,Government,No,7,No,Yes,1
1754,30,1450000,Yes,Private,Yes,4,Yes,No,1
1755,34,850000,Yes,Private,No,5,No,Yes,0
1756,29,900000,No,Private,No,3,No,Yes,1
1757,25,1150000,No,Private,No,7,No,No,0
1758,26,500000,No,Government,No,6,No,Yes,0
1759,25,750000,No,Government,No,2,Yes,Yes,0
1760,34,1500000,No,Private,Yes,3,Yes,Yes,1
1761,30,500000,Yes,Private,No,7,No,No,0
1762,28,1300000,Yes,Private,No,5,Yes,Yes,0
1763,29,1050000,No,Private,No,3,No,Yes,0
1764,32,900000,No,Government,No,5,Yes,Yes,0
1765,34,1300000,Yes,Private,No,6,No,Yes,1
1766,26,550000,No,Government,No,4,No,Yes,0
1767,35,800000,No,Private,No,4,No,No,1
1768,28,650000,No,Private,No,3,No,Yes,0
1769,29,1050000,No,Private,No,5,No,Yes,0
1770,34,1050000,Yes,Private,No,4,No,Yes,0
1771,26,1400000,No,Private,Yes,4,No,Yes,1
1772,28,1150000,No,Private,No,8,Yes,Yes,0
1773,28,500000,No,Private,No,4,No,Yes,0
1774,32,350000,No,Government,No,5,No,Yes,0
1775,33,1100000,No,Government,No,8,No,Yes,1
1776,29,1200000,No,Private,No,4,No,Yes,0
1777,34,700000,Yes,Private,No,4,Yes,Yes,0
1778,28,750000,No,Private,No,4,Yes,Yes,0
1779,25,1700000,No,Private,No,6,Yes,No,1
1780,31,950000,No,Private,No,3,Yes,Yes,0
1781,29,600000,Yes,Private,No,5,No,Yes,0
1782,34,850000,No,Private,No,4,No,Yes,0
1783,29,1200000,No,Private,No,9,No,Yes,1
1784,34,700000,No,Private,No,4,No,Yes,1
1785,25,1150000,No,Private,Yes,2,No,No,0
1786,31,950000,No,Private,No,4,No,Yes,0
1787,34,500000,No,Private,No,5,No,Yes,0
1788,26,1750000,No,Private,No,3,No,Yes,0
1789,28,1150000,Yes,Private,No,3,No,Yes,0
1790,28,1150000,No,Private,No,4,No,Yes,0
1791,28,1200000,No,Private,No,5,No,Yes,0
1792,34,1500000,No,Private,Yes,3,Yes,Yes,1
1793,34,1500000,No,Private,Yes,3,Yes,Yes,1
1794,28,1450000,No,Private,Yes,5,Yes,Yes,1
1795,27,850000,No,Government,No,4,No,Yes,0
1796,28,1200000,No,Private,No,3,No,Yes,0
1797,28,800000,Yes,Private,No,3,No,Yes,0
1798,25,1700000,No,Private,No,3,Yes,Yes,1
1799,26,1450000,No,Government,Yes,3,Yes,Yes,1
1800,25,750000,Yes,Government,No,3,No,Yes,0
1801,29,1200000,No,Private,No,4,No,Yes,0
1802,31,400000,No,Government,No,6,No,Yes,0
1803,33,1400000,No,Private,Yes,5,No,Yes,1
1804,28,1100000,No,Private,No,5,No,Yes,0
1805,29,1200000,No,Private,No,4,No,Yes,0
1806,26,550000,No,Government,No,4,No,Yes,1
1807,26,600000,No,Private,No,3,No,Yes,0
1808,28,500000,Yes,Private,No,4,No,Yes,0
1809,28,300000,Yes,Government,No,6,No,Yes,0
1810,27,350000,No,Private,No,4,No,No,0
1811,29,1100000,No,Private,No,8,No,Yes,0
1812,28,800000,No,Private,Yes,6,No,Yes,0
1813,29,1350000,No,Private,Yes,4,No,Yes,1
1814,28,550000,No,Private,No,5,Yes,No,1
1815,33,550000,Yes,Private,No,3,No,Yes,1
1816,34,1000000,No,Private,No,3,Yes,Yes,0
1817,29,1050000,No,Private,No,7,Yes,Yes,1
1818,26,500000,No,Government,No,8,No,Yes,0
1819,25,1400000,No,Private,Yes,3,No,Yes,1
1820,28,800000,No,Private,No,5,No,Yes,0
1821,25,1350000,Yes,Private,Yes,5,No,No,1
1822,35,800000,No,Private,No,5,No,No,0
1823,25,1800000,No,Private,No,6,Yes,Yes,1
1824,28,800000,Yes,Private,No,4,Yes,Yes,0
1825,29,600000,No,Private,No,6,No,Yes,0
1826,29,1200000,No,Private,No,6,No,Yes,0
1827,32,800000,Yes,Government,No,5,Yes,Yes,1
1828,28,300000,No,Government,No,3,No,Yes,0
1829,31,1400000,Yes,Private,Yes,4,No,Yes,1
1830,25,1700000,No,Private,No,6,Yes,Yes,1
1831,31,350000,Yes,Government,No,4,No,No,0
1832,29,1050000,No,Private,No,5,No,Yes,0
1833,29,1200000,No,Private,No,5,No,Yes,0
1834,31,1100000,No,Private,No,4,Yes,Yes,0
1835,31,400000,No,Government,No,5,No,No,0
1836,33,800000,No,Government,No,4,No,Yes,0
1837,34,1300000,No,Private,Yes,5,No,Yes,0
1838,28,700000,Yes,Private,Yes,4,No,Yes,0
1839,32,350000,No,Government,Yes,3,No,Yes,0
1840,28,900000,No,Private,No,8,No,Yes,0
1841,32,350000,No,Government,Yes,3,No,Yes,0
1842,34,700000,Yes,Private,No,4,Yes,Yes,0
1843,28,1200000,No,Private,No,4,No,Yes,0
1844,27,350000,Yes,Private,No,5,No,No,0
1845,28,300000,No,Government,No,5,No,Yes,0
1846,32,850000,No,Government,No,4,No,Yes,0
1847,28,1200000,No,Government,No,3,No,Yes,1
1848,31,400000,Yes,Government,No,7,No,No,0
1849,28,1250000,No,Private,No,7,No,Yes,0
1850,28,300000,No,Government,No,5,No,Yes,0
1851,28,550000,No,Private,No,6,No,No,1
1852,28,1200000,Yes,Private,No,6,No,Yes,0
1853,34,700000,No,Private,No,5,No,Yes,0
1854,34,1300000,No,Government,No,5,Yes,Yes,1
1855,27,1550000,No,Private,No,4,Yes,No,1
1856,26,600000,No,Private,No,3,Yes,Yes,0
1857,27,900000,No,Government,No,4,No,Yes,0
1858,30,750000,Yes,Private,No,3,No,No,1
1859,32,800000,Yes,Government,No,3,No,Yes,0
1860,28,550000,No,Private,No,8,No,Yes,0
1861,34,1050000,No,Private,No,5,Yes,Yes,0
1862,28,550000,No,Private,No,5,No,Yes,0
1863,34,500000,No,Private,No,5,No,Yes,0
1864,31,400000,Yes,Government,No,6,No,Yes,1
1865,26,1400000,No,Private,Yes,6,No,Yes,1
1866,28,300000,Yes,Government,No,7,No,Yes,0
1867,35,800000,No,Private,No,5,No,No,1
1868,25,1400000,No,Private,Yes,5,No,Yes,1
1869,31,1500000,No,Government,Yes,2,Yes,Yes,1
1870,25,1700000,No,Private,No,3,Yes,Yes,1
1871,34,1500000,No,Private,Yes,4,Yes,Yes,1
1872,29,1050000,No,Private,No,7,No,Yes,0
1873,34,1000000,No,Private,No,3,No,Yes,0
1874,29,500000,No,Private,No,3,No,Yes,0
1875,26,1400000,No,Private,Yes,5,No,Yes,1
1876,34,1500000,Yes,Private,Yes,4,Yes,Yes,1
1877,28,1100000,No,Private,No,7,Yes,Yes,0
1878,28,700000,No,Private,No,4,No,Yes,1
1879,27,350000,No,Private,No,2,No,No,0
1880,27,1050000,Yes,Government,No,4,No,Yes,1
1881,34,1300000,No,Private,No,4,No,Yes,1
1882,31,1350000,Yes,Private,Yes,9,No,Yes,1
1883,27,500000,No,Government,No,4,No,Yes,0
1884,28,1200000,No,Government,No,4,No,Yes,1
1885,35,1100000,No,Government,No,3,No,Yes,0
1886,32,350000,No,Government,No,6,No,Yes,0
1887,31,900000,No,Private,No,5,No,Yes,0
1888,26,750000,Yes,Private,No,5,No,Yes,0
1889,31,1300000,No,Government,No,6,No,Yes,0
1890,28,1200000,No,Government,No,5,No,Yes,0
1891,28,800000,Yes,Private,No,7,No,Yes,1
1892,28,700000,No,Private,No,5,No,Yes,0
1893,32,850000,Yes,Government,No,4,No,Yes,0
1894,28,700000,Yes,Private,No,4,No,Yes,0
1895,26,500000,No,Government,No,3,No,Yes,0
1896,31,1400000,No,Private,Yes,3,No,Yes,1
1897,35,1100000,No,Government,No,4,Yes,Yes,1
1898,25,600000,Yes,Private,No,4,Yes,No,0
1899,31,1250000,Yes,Private,No,4,No,Yes,0
1900,27,1000000,Yes,Private,No,3,No,No,0
1901,28,600000,Yes,Government,No,4,No,Yes,0
1902,33,400000,No,Government,No,2,No,Yes,0
1903,33,650000,No,Government,Yes,4,No,Yes,1
1904,28,700000,No,Private,No,7,Yes,Yes,0
1905,25,600000,Yes,Private,No,4,Yes,No,0
1906,28,1450000,No,Private,Yes,6,Yes,Yes,1
1907,28,600000,No,Private,No,5,Yes,Yes,1
1908,28,800000,No,Private,No,4,No,Yes,0
1909,28,300000,Yes,Government,No,4,No,No,0
1910,28,1150000,No,Private,No,7,No,Yes,0
1911,27,1550000,Yes,Private,No,6,Yes,No,1
1912,34,500000,No,Private,No,4,No,Yes,0
1913,33,1100000,No,Government,No,5,No,Yes,0
1914,30,550000,No,Private,No,6,No,No,0
1915,28,800000,No,Private,No,5,No,Yes,0
1916,28,1100000,Yes,Government,No,6,No,Yes,0
1917,34,1300000,No,Private,No,4,No,No,1
1918,33,1400000,No,Private,Yes,3,No,Yes,1
1919,28,300000,No,Government,No,6,No,Yes,0
1920,32,800000,No,Government,No,5,No,Yes,0
1921,31,300000,No,Government,No,5,No,No,0
1922,34,500000,No,Private,No,4,No,Yes,0
1923,26,750000,No,Private,No,3,No,Yes,0
1924,33,750000,Yes,Private,No,3,No,Yes,0
1925,33,400000,No,Government,No,5,No,Yes,0
1926,25,1400000,No,Private,Yes,5,No,Yes,1
1927,34,1000000,No,Private,No,4,No,Yes,1
1928,34,1500000,No,Private,Yes,7,Yes,Yes,1
1929,28,600000,Yes,Government,No,7,No,Yes,1
1930,31,1200000,No,Government,No,7,No,Yes,0
1931,34,1300000,Yes,Private,No,4,No,Yes,0
1932,35,800000,Yes,Private,No,4,No,No,0
1933,28,550000,Yes,Private,No,4,Yes,Yes,0
1934,25,1350000,Yes,Private,Yes,3,Yes,No,0
1935,33,1000000,No,Government,No,6,Yes,Yes,0
1936,33,1500000,No,Private,Yes,7,Yes,Yes,1
1937,34,500000,No,Private,Yes,5,Yes,Yes,0
1938,34,1400000,No,Private,Yes,4,No,No,0
1939,27,450000,No,Private,No,8,No,No,0
1940,25,1400000,No,Private,Yes,5,Yes,Yes,0
1941,27,450000,No,Private,No,3,No,No,1
1942,28,900000,No,Private,No,5,No,Yes,0
1943,29,1050000,No,Private,No,2,No,Yes,0
1944,34,1500000,Yes,Private,Yes,4,Yes,Yes,1
1945,28,550000,Yes,Private,Yes,4,No,No,1
1946,32,850000,No,Government,Yes,7,Yes,Yes,1
1947,32,900000,No,Government,No,2,Yes,Yes,0
1948,35,800000,No,Private,No,6,Yes,No,1
1949,34,700000,No,Private,No,6,No,Yes,1
1950,28,1250000,No,Private,Yes,6,No,Yes,0
1951,27,600000,No,Private,No,4,No,No,0
1952,31,1500000,No,Government,Yes,4,Yes,Yes,1
1953,34,1300000,No,Government,No,7,No,Yes,1
1954,30,550000,Yes,Private,No,6,No,No,0
1955,33,1750000,No,Government,No,4,No,Yes,0
1956,32,350000,Yes,Government,Yes,3,No,Yes,1
1957,31,1250000,No,Private,No,7,No,Yes,0
1958,31,1300000,Yes,Government,No,3,No,Yes,0
1959,28,550000,No,Private,No,6,No,No,0
1960,28,300000,No,Government,No,6,No,Yes,1
1961,26,500000,No,Government,No,3,No,Yes,0
1962,25,1150000,No,Private,No,7,No,No,0
1963,33,1100000,No,Government,No,4,No,Yes,1
1964,28,1100000,No,Government,No,4,No,Yes,0
1965,30,550000,No,Private,No,3,No,No,1
1966,34,700000,No,Private,No,3,Yes,Yes,0
1967,34,700000,Yes,Private,No,3,No,Yes,0
1968,28,300000,Yes,Government,No,5,No,Yes,0
1969,31,500000,Yes,Private,No,4,No,Yes,0
1970,29,500000,No,Private,No,4,No,Yes,1
1971,31,950000,No,Private,No,5,No,Yes,0
1972,28,800000,Yes,Private,No,5,No,Yes,0
1973,31,1350000,No,Private,Yes,3,No,Yes,1
1974,28,1200000,No,Private,No,6,Yes,Yes,0
1975,26,1400000,No,Private,Yes,9,No,Yes,1
1976,32,900000,No,Government,No,6,No,Yes,0
1977,25,1350000,No,Private,Yes,6,No,No,1
1978,34,700000,No,Private,No,5,No,Yes,1
1979,28,1100000,Yes,Private,No,4,No,Yes,0
1980,25,1150000,Yes,Private,No,5,No,No,0
1981,27,850000,No,Government,No,3,No,Yes,1
1982,33,1500000,No,Private,Yes,4,Yes,Yes,1
1983,28,1750000,Yes,Private,Yes,5,No,Yes,0
1984,28,1150000,Yes,Private,No,6,No,Yes,0
1985,34,1000000,No,Private,Yes,6,Yes,Yes,1
1986,34,500000,No,Private,No,4,No,Yes,0
